,1
2631,8
2937,7
5774,8
4991,5
1763,4
2175,5
6243,9
4138,3
6807,0
5805,8
92,0
1032,8
2831,3
7304,7
1154,4
1016,5
7974,9
1094,7
6572,2
1723,5
3575,3
8044,9
2861,4
738,5
3479,7
4405,4
5636,8
7699,9
6215,9
4602,5
2446,3
5928,3
7836,8
7294,4
1842,0
7822,8
1814,6
7000,9
5109,6
185,7
7700,9
1392,0
3024,8
2360,4
926,5
1228,2
3788,5
898,8
7877,0
4950,9
3960,0
5013,0
553,9
7948,2
8159,2
613,3
4597,9
721,5
8302,0
7754,0
4893,2
4187,9
6654,3
1395,0
4568,5
2640,8
7590,1
291,4
3381,7
4695,7
6103,7
8438,9
6944,4
2228,9
257,4
5461,4
4484,0
2629,8
518,8
2960,7
6257,4
2668,8
5927,3
8588,9
8419,5
4193,4
2925,7
42,0
7761,0
7963,3
1268,6
4532,1
5536,3
1525,9
922,5
5723,5
4267,4
8097,5
2219,9
5652,7
3490,7
116,8
198,4
5747,1
8094,5
7447,1
2760,8
8138,3
772,9
8491,5
4640,7
626,6
5699,7
4135,4
3873,0
4320,7
5512,2
1434,6
6890,8
7073,5
3576,3
4458,2
5230,5
2366,4
25,0
1676,5
1747,5
3566,3
8557,4
8341,2
6426,4
7846,9
6311,5
402,7
5053,2
5623,8
5083,3
3754,2
1784,6
4,2
2377,5
7025,3
3027,2
3237,0
7693,1
7176,4
2088,9
4757,0
5227,5
490,5
601,3
7159,7
460,5
3894,0
8340,2
7540,1
8011,7
2347,5
4547,4
8701,4
7594,1
6961,2
3477,7
2180,5
2123,1
1805,6
4477,0
2552,2
8641,9
131,5
6777,8
1135,3
8124,0
2702,8
8520,8
1761,4
3355,2
8482,5
7126,7
3946,0
5994,3
5653,7
3242,0
7887,0
8647,9
7908,4
170,8
3735,5
7656,7
3475,7
8475,9
5710,3
1657,9
3562,3
6515,4
7252,9
8432,9
1391,0
3675,5
3148,4
2940,7
4901,2
4021,7
7021,3
690,5
174,7
7653,7
624,3
6032,7
4288,1
8696,4
5985,4
2198,9
6632,4
6283,5
8434,9
4511,9
3303,4
2675,8
4872,2
4809,2
6416,8
356,7
7337,4
870,9
488,5
8477,9
6286,5
3785,5
4264,4
3196,3
4465,3
7175,4
3821,7
5836,8
237,5
7264,9
582,9
6732,2
101,3
2853,4
526,8
7351,5
6541,5
5300,8
3618,6
2124,5
8417,8
8268,9
382,7
1651,2
8533,5
271,2
3611,6
5818,8
2711,8
700,5
7856,4
2761,8
4384,7
7591,1
7289,4
8605,2
4670,7
5596,8
8646,9
8461,8
7839,9
7853,4
7150,7
5860,4
7060,9
37,0
150,5
5118,6
3398,6
6405,7
1522,6
5971,4
1152,3
7830,8
1552,2
5435,2
4906,2
4818,2
4433,2
7842,9
3365,2
2057,6
231,5
5511,2
5930,3
3636,2
7632,0
6125,3
959,7
7801,0
5513,2
5965,4
1815,6
8184,2
5674,7
7552,1
3044,9
8492,5
5226,5
1935,0
3248,0
3725,3
4529,1
7288,4
655,8
5896,5
6567,3
8687,4
8706,4
4519,9
544,4
1709,5
912,4
7340,4
673,5
1667,9
7088,5
3036,3
5563,5
2207,9
7598,1
216,4
3662,2
8149,0
3380,7
2452,8
2448,6
7550,1
2179,5
7152,7
120,8
4559,2
706,5
4178,4
7740,9
4263,4
3994,7
7127,7
4755,0
874,9
1890,0
7390,8
8399,3
4735,0
4637,4
6170,4
4326,7
3328,5
6295,5
4578,1
2892,0
2561,8
8668,9
712,5
6557,3
1536,3
6663,3
5809,8
4734,0
6538,4
8152,2
1345,0
2807,2
8234,9
3570,3
8327,1
3265,0
4885,3
4257,4
8512,8
2689,8
5082,3
2821,2
5215,5
4262,4
8422,2
1779,2
3309,4
267,2
1180,9
3465,7
4810,2
6634,4
6011,7
1664,9
427,8
3941,0
6293,5
764,3
565,9
1744,5
542,4
7557,1
5282,9
689,5
6675,4
4385,7
91,0
7279,2
1017,5
6415,8
7332,4
4846,2
2526,8
6494,1
6467,8
8614,7
6987,3
3122,9
1644,3
3256,0
4324,7
2606,6
2671,8
5583,3
5364,7
5748,1
6683,3
5814,8
4415,3
6450,9
5225,5
7305,7
4738,0
2132,0
474,5
7353,5
6934,2
6454,3
3480,7
3649,2
2397,8
857,8
5854,4
7766,0
8542,3
8374,5
1487,6
3747,1
4523,9
2719,8
5290,8
2409,8
2268,9
4518,9
5819,8
3230,0
8313,3
2715,8
3185,5
1748,5
1907,0
1519,6
6713,2
3802,7
365,7
7008,0
6760,7
3296,8
727,5
5595,8
7499,1
3869,0
5845,8
4391,7
8587,9
6136,2
3047,9
2319,5
5903,3
3119,9
6049,7
743,5
6682,3
3832,7
1558,2
1327,0
7794,0
250,5
8134,9
3728,3
4604,5
8346,4
740,5
4873,2
3275,4
3765,3
7904,4
6811,0
3094,7
8559,4
4297,3
8615,7
5310,7
8180,2
6967,0
5980,4
7607,3
2885,0
4152,1
5491,2
3657,3
6432,3
6448,9
6095,9
182,7
4828,3
5106,6
6570,2
8714,2
1263,9
533,8
6681,1
4496,0
8158,2
6436,9
4198,4
7219,3
8038,4
5988,1
5842,8
6916,4
6954,4
6506,6
704,5
2586,6
3560,9
7911,4
6206,8
6327,5
6369,9
2249,2
2981,6
817,3
3427,2
2453,8
2913,7
4234,4
8704,4
8087,5
5313,7
2612,3
1225,3
437,8
4999,0
4448,3
4194,4
74,0
4093,0
3225,4
4292,3
2628,8
5878,3
2109,6
923,5
1985,0
4369,7
1628,5
3808,7
2927,7
1511,2
2800,2
5453,4
1140,9
12,1
7542,1
5559,5
6902,4
1435,6
988,0
4096,0
5135,1
1941,0
3523,9
5505,2
2990,6
931,3
8206,2
1432,6
2014,7
371,7
8577,1
5338,7
7696,1
253,5
8222,9
1467,6
2139,0
7614,3
4353,7
3917,0
2845,2
1407,0
7131,7
4526,9
6838,4
1642,1
4150,2
3002,6
620,9
2231,2
1927,0
2678,8
8441,9
2183,5
8136,9
6238,9
7119,7
2402,8
7086,5
5687,7
3604,6
3182,5
5764,8
5295,8
5969,4
1056,8
949,5
3000,6
7497,1
1663,9
5665,7
7823,8
464,5
1560,2
7283,4
4048,2
7079,5
3796,5
3088,7
1991,0
2886,0
6365,9
5051,2
4231,4
2200,9
3041,9
50,0
3976,2
6158,4
6809,0
3432,2
5386,2
7769,0
4582,2
6908,4
7054,9
6818,0
6361,9
320,7
1613,4
904,8
6268,3
21,3
5126,2
4912,9
827,2
1318,9
3633,2
4691,7
2989,6
7628,0
3846,5
4753,0
1377,2
8309,0
1966,7
7293,4
2672,8
3905,0
1585,9
6485,5
5929,3
1806,6
8283,4
5145,1
5662,7
3885,0
6150,4
633,5
2258,9
6412,8
6288,5
1437,6
2097,4
6012,7
5493,2
3231,0
327,7
5601,8
863,3
2251,2
1529,9
7960,2
7539,1
1936,0
4514,9
3160,4
7218,3
3829,7
1577,2
5194,5
5407,0
7189,4
8611,3
3290,4
6551,0
1209,1
1695,5
2627,8
383,7
4557,3
5483,3
5152,1
7145,7
2364,4
608,7
3131,0
6927,4
6299,5
2120,1
539,9
2117,2
5598,8
7121,7
881,4
2168,0
5943,9
7208,0
5683,7
8454,8
1312,1
2071,9
8252,0
2852,4
3867,0
1489,6
4800,0
3253,0
4387,7
5380,5
8539,5
3793,5
4490,0
2011,7
887,4
6985,3
4957,9
3482,7
2536,9
8142,3
4615,2
2012,7
7428,2
2532,8
1276,7
3056,6
1671,9
824,2
3489,7
1026,8
5463,4
8558,4
57,2
7498,1
1943,0
3176,4
2214,9
404,7
7875,0
4563,2
7631,0
2336,3
3920,0
3663,2
1526,9
4721,9
301,4
6691,9
6861,0
7183,4
925,5
2582,2
2630,8
2211,1
1460,6
3572,3
4137,4
4560,2
6849,0
8129,3
6884,8
6044,7
2929,7
3928,0
5535,3
8506,5
3440,1
3003,6
7389,6
7599,1
6451,9
34,0
664,8
3868,0
4425,2
8243,0
677,3
5036,2
8223,9
4687,7
7013,2
8130,3
6573,2
5675,7
4299,4
1758,4
7968,9
3856,3
4409,4
5034,2
7061,3
5088,3
2537,9
8188,2
2703,8
453,9
894,4
7858,3
2729,8
3192,3
7081,5
7207,0
5848,8
6815,0
1153,4
8503,5
5605,8
77,0
6562,3
7604,3
4932,9
2704,8
1913,0
7654,7
3177,4
8362,9
5321,7
5192,5
4761,0
5412,0
6686,6
7684,1
7018,2
3128,0
7366,3
8013,7
720,5
6543,2
1043,8
4236,4
5885,6
171,7
3468,7
3592,6
5222,5
4795,0
841,3
222,5
4707,0
482,5
4209,4
2562,8
4090,0
1964,7
5211,5
8511,8
7961,2
864,3
7753,0
1423,6
4206,4
2656,8
3703,1
3944,0
3212,4
650,8
452,9
5676,7
1923,0
392,7
7713,8
4581,2
2103,4
7768,0
2413,7
4318,7
6435,4
1231,2
5147,1
3252,0
6342,5
4774,0
5221,5
611,6
5294,8
5428,2
4636,4
2902,7
7229,3
2590,6
7043,9
2199,9
3351,2
3966,0
4296,3
4420,9
8507,5
4440,2
505,5
2274,2
288,4
5821,8
1424,6
3388,7
7041,9
4642,7
5058,2
6836,4
8602,2
5722,5
1401,0
3306,4
7668,1
5954,1
3267,0
8718,9
2314,5
1078,9
8092,5
1464,6
5999,0
7156,7
2436,3
7840,9
1920,0
2648,8
4590,9
2908,7
3389,7
6307,5
7829,8
1245,4
1340,0
4517,9
5937,3
152,5
24,0
5913,9
1250,4
2741,8
6102,7
4039,2
3871,0
5133,3
5025,2
5255,0
3524,9
4283,1
4565,2
7808,3
6016,7
2095,3
8370,5
3884,0
2688,8
2577,2
4269,4
4793,0
1001,9
7535,1
6689,9
6938,2
377,7
2008,7
5650,7
8291,2
679,3
6344,5
5049,2
1420,6
7475,9
1605,9
6184,3
6667,3
7859,3
1469,6
1715,5
2941,7
2801,2
5319,7
1143,9
6957,2
6858,0
687,5
2330,5
3390,7
235,5
6231,6
7139,7
8626,7
6378,8
4024,7
8679,9
8517,8
917,4
4052,2
2546,2
8143,3
5857,4
4904,2
6522,4
6862,0
7882,0
4475,3
2971,6
5835,8
147,5
2517,8
6826,4
7493,1
4167,4
4106,0
4947,3
2004,0
292,4
2920,7
2471,8
6656,3
3307,4
3559,9
8496,5
7134,7
7314,3
5157,3
2583,6
7533,1
6114,7
1754,4
7685,1
6061,3
1255,4
6033,7
2164,1
8499,5
6983,4
1011,2
7167,7
299,4
4507,0
8155,2
6720,9
750,5
4709,0
1008,2
3174,4
5344,7
2692,8
6937,2
6555,3
135,5
2580,2
8015,7
6742,0
2755,8
3795,5
8322,3
6042,7
7118,7
2802,2
7674,1
6857,0
4208,4
4538,0
337,7
2450,6
3887,0
2756,8
1915,0
8198,3
5456,4
1106,7
7257,3
334,7
5318,7
278,4
7271,8
3634,2
869,9
8319,3
7364,2
1929,0
3010,1
6903,3
2950,7
2740,8
7363,2
3343,5
3434,2
2651,8
5663,7
1627,5
3782,5
7465,4
4346,7
6070,2
3824,7
8058,9
5639,8
2487,8
3089,7
8056,9
1827,5
2465,8
941,0
7982,3
8600,2
1137,3
8277,2
5121,6
1571,9
5762,8
1406,0
5349,7
6830,4
6997,9
2015,7
682,5
7865,4
6196,3
7578,3
8275,2
4675,7
87,0
5497,2
4708,0
3013,1
3504,9
4740,0
2324,5
4117,2
6727,1
8662,7
6529,4
3074,7
538,9
729,5
1778,2
5688,7
1195,5
5634,8
5808,8
2292,2
268,2
4962,5
4012,7
4177,4
4362,7
642,5
3750,1
7921,4
370,7
7517,1
974,0
1873,0
3218,4
1770,3
2600,6
7058,9
7106,7
2385,5
1322,9
3899,0
5465,4
1887,0
7918,4
8375,5
1878,0
3383,7
840,3
4084,0
7263,9
8025,9
4605,5
1292,9
3393,7
5409,0
3214,4
4544,0
81,0
1810,6
2759,8
7394,4
1689,5
4663,7
7459,4
8566,9
3153,4
6926,4
2142,9
1859,0
2046,6
7221,9
3333,5
3087,7
1608,4
3155,4
1527,9
5510,2
5134,1
8135,9
2538,9
3115,8
4533,1
2076,9
2995,6
5285,9
199,4
1795,9
6800,3
2137,0
7579,3
2626,8
2507,8
7104,7
247,5
2115,2
990,0
1817,6
726,5
4644,7
5132,3
5619,8
7045,9
6124,3
2932,7
8530,8
5793,8
1686,5
7239,3
4782,0
3713,1
3806,7
7678,1
7956,2
8007,7
831,3
4120,2
4205,4
7458,1
1861,0
1425,6
3034,3
8467,9
669,8
5206,5
7962,2
1856,0
1760,4
5084,3
1615,4
322,7
2975,6
3971,2
4710,0
6475,1
6962,2
7636,0
2354,4
8204,1
3422,0
1926,0
3082,7
5582,9
2881,3
1937,0
2430,6
6165,4
2569,8
6234,9
5210,5
6999,9
2804,2
8589,9
937,3
4006,7
7734,8
6064,2
2227,9
463,5
5358,7
5180,3
8516,8
7529,1
6547,2
7928,4
7278,2
55,3
14,3
7805,0
7567,3
5841,8
446,2
7417,4
8254,5
6956,4
7085,5
4149,2
1698,5
3838,7
5949,8
5664,7
0,3
7765,0
7519,1
8227,9
2045,6
2871,9
1408,8
6671,3
4088,0
935,3
1553,2
1956,3
4481,0
3073,7
1548,4
8651,9
351,7
6932,0
6004,0
4031,7
672,8
745,5
6549,0
1932,0
6156,4
3029,2
7188,4
8414,8
2329,5
3457,9
4543,0
7756,0
7190,4
5470,2
3007,1
2973,6
5061,2
3568,3
1461,6
6943,4
770,9
8192,2
7287,4
5324,7
5314,7
259,5
5704,7
5370,7
1132,7
7687,1
7704,9
5997,0
7368,3
8473,9
2896,0
5243,0
104,3
2127,0
3586,7
8079,4
2638,8
4645,8
4079,0
3322,9
413,7
6768,8
4661,7
3964,0
6888,8
5261,3
2888,0
3760,2
1430,6
6401,3
5554,5
5558,5
1012,2
7322,2
8096,5
2641,8
2166,0
6687,6
218,5
1830,5
2605,6
8073,4
5086,3
6928,4
3101,2
7666,1
2264,9
3281,4
6357,9
7551,1
7741,9
7936,6
5788,8
7752,0
1109,7
5579,9
4186,9
2959,7
2924,7
204,4
472,5
3342,5
5196,5
1658,9
1252,4
3108,8
60,2
5742,1
8390,8
5388,2
3405,4
3923,0
751,5
359,7
6050,7
2744,8
1449,6
4372,7
7995,4
315,7
7729,8
3706,1
6771,8
6111,7
3144,3
7036,9
3239,0
5237,9
6537,4
1380,6
787,9
692,5
1216,4
7181,4
3117,9
3200,5
992,1
1066,8
734,5
3358,2
5218,5
2847,1
4342,7
2205,9
4259,4
5185,5
5693,7
4030,7
5204,5
7345,3
8333,8
5736,5
7313,3
5433,2
2129,0
4390,7
7260,3
970,0
6753,3
8355,9
2269,9
4554,4
2772,8
7638,0
5128,2
8262,2
4978,5
3781,5
4573,1
2425,6
6456,3
7564,1
8452,8
7942,6
1801,9
3642,3
7432,8
2152,5
5320,7
145,5
6422,8
7712,8
8480,5
4309,4
4630,3
5010,0
3678,5
3998,7
1756,4
2746,8
7880,0
2894,0
6684,3
8691,4
2599,6
6935,2
7619,9
3045,9
8395,8
8205,2
4285,1
2204,9
6410,8
3015,1
6716,2
3588,7
8111,0
226,5
6002,0
8328,1
5565,5
2048,6
1218,4
7811,3
224,5
3579,2
3226,4
3184,5
2342,1
8329,1
8052,3
5205,5
4857,2
3992,7
6812,0
7644,0
5694,7
8619,9
1261,3
2805,2
6477,9
2457,8
177,7
7009,0
3442,9
3095,7
766,3
4364,7
8088,5
2637,8
6322,5
1837,5
4001,7
1847,0
6376,8
1083,1
979,0
4862,3
5944,9
7483,2
4250,4
6366,9
7528,1
1213,3
7513,1
5214,5
5175,5
4587,9
3221,4
3534,9
4799,0
2723,8
1454,6
4981,5
1472,6
3476,7
4611,5
6831,4
6526,4
7818,8
6574,2
6088,7
7518,1
2922,7
513,8
2041,6
5838,8
6767,8
3201,5
5075,3
5938,3
8401,3
6525,4
220,5
1159,4
7044,9
3660,2
3271,4
7996,4
6655,3
3581,2
7574,3
7241,3
7881,0
4551,4
2774,8
5452,4
8716,2
31,0
8563,9
7826,8
1051,8
775,9
5124,2
7971,9
5645,7
3826,7
5717,6
1870,0
7003,9
1681,5
8636,9
3551,2
5337,7
316,7
4471,8
1852,0
6469,8
5529,8
2035,8
4422,9
3531,9
6844,9
4545,0
2985,6
8388,7
2118,2
5445,3
7777,0
6463,1
7793,0
8201,3
6140,2
8325,1
1417,8
4232,4
1187,5
710,5
5701,7
7290,4
5522,3
519,8
3472,7
8154,2
7703,9
3324,9
724,5
8247,0
1989,0
5527,3
1712,3
5122,2
765,3
4571,5
3319,9
5851,8
5249,0
6130,7
4524,9
6565,3
8658,7
8105,0
4114,2
4537,0
5181,5
4936,9
4933,9
8393,8
4493,0
3425,2
1439,6
5883,6
5377,7
7105,7
3164,7
2195,5
4217,4
4635,4
2859,4
4679,7
4835,9
7978,9
5160,3
6319,5
625,3
5658,7
3371,2
173,7
6992,2
8466,9
6623,4
1523,6
6982,4
6460,3
381,7
2169,2
214,4
4319,7
1402,0
8522,8
4010,7
1750,4
2916,7
1298,7
2178,5
7964,3
7254,9
8181,2
5616,8
4726,3
618,9
2680,8
595,2
1162,4
3957,0
693,5
1110,7
2615,2
3032,2
166,8
1970,4
6501,2
6886,8
2303,3
242,5
3880,0
6387,3
479,5
5323,7
8266,9
8576,8
7976,9
4844,2
7899,4
4535,1
7945,6
6270,3
4221,4
7502,1
8093,5
5508,2
4704,0
6882,8
573,2
803,9
4643,7
5330,7
6118,3
6332,5
8356,9
6340,5
1062,8
6,2
1176,5
7512,1
8279,2
3527,9
5216,5
920,1
1087,3
2771,8
3112,8
7033,2
3932,0
2616,2
5478,2
3295,4
776,9
5745,1
6511,6
7445,1
5117,6
8305,0
6911,4
1410,8
8281,4
2154,5
3535,9
4522,9
8162,5
5098,6
8484,5
5382,2
1455,6
6939,2
189,7
4184,9
2270,9
1745,5
1355,2
6445,9
8372,5
7095,5
7745,9
7876,0
7490,3
7600,1
1174,5
2779,8
7526,1
6133,7
4973,5
3508,3
1448,6
7455,1
2659,8
3525,9
5092,3
2572,6
286,4
5580,9
6080,3
8077,4
6321,5
3533,9
70,0
607,7
3194,3
1790,9
7038,9
5546,5
3228,0
8264,2
3967,0
5893,5
4622,1
4684,7
7090,5
1576,2
4742,0
558,9
7384,6
7281,4
5498,2
6261,4
5586,3
5089,3
4860,3
2034,8
6756,7
602,3
4805,3
736,5
2061,6
1832,5
7934,6
1171,3
6207,8
921,5
4751,0
2066,5
4902,2
4550,4
4179,3
3052,1
7019,2
1118,7
2864,4
4274,4
489,5
6586,9
6829,4
1188,5
7896,0
2717,8
1244,4
6292,5
3338,5
5506,2
5550,5
8057,9
1697,5
5631,8
4758,0
5801,8
2983,6
7548,1
8710,2
6914,4
6372,8
5509,2
2874,3
1528,9
2244,9
754,9
7932,4
4487,0
1494,3
1704,5
4132,4
3320,9
5199,5
2463,8
7318,2
326,7
4009,7
6345,5
7001,9
3764,3
2346,5
3470,7
3411,4
5528,3
8233,9
971,0
6804,0
3756,2
8339,2
4833,9
8000,4
2438,3
386,7
3403,4
6117,3
7325,9
7800,0
8005,7
4600,5
3836,7
3708,1
2242,9
5375,7
5272,9
6161,4
1219,4
7575,3
8673,9
4654,2
6464,1
5642,5
7819,8
2340,2
5262,3
8695,4
7120,7
140,5
6205,8
5394,0
8403,3
8623,9
8144,3
6278,4
771,9
5446,3
1958,7
6116,3
4827,3
5592,8
1766,4
8389,7
4054,5
1313,1
3701,1
635,5
3510,9
1387,0
6159,4
3911,0
1753,4
7957,2
7149,7
8349,3
2263,9
2184,5
5232,5
5570,9
4677,7
7834,8
532,8
4905,2
3594,6
2073,9
3850,5
8634,7
4683,7
7690,1
6356,9
2624,8
367,7
190,7
5381,2
6622,4
8115,0
8553,4
5900,1
844,3
6580,2
7222,9
2318,5
5916,4
2437,3
6326,5
261,5
1279,7
6749,0
7202,0
1277,7
7511,1
6979,4
8524,8
2603,6
1289,9
309,7
5507,2
2584,6
8069,4
592,2
1221,4
1510,2
3151,4
2948,7
1672,9
3739,3
118,8
408,7
4984,5
3172,7
3075,7
8430,9
7897,4
796,9
426,8
5198,5
6948,4
7401,4
7032,2
321,7
2411,7
3240,0
4720,9
4556,3
1045,8
3773,5
6514,4
8396,8
708,5
5317,7
7236,3
8156,2
3305,4
39,0
3679,5
5224,5
4732,0
2887,0
7709,9
2031,8
3557,9
3817,7
1254,4
5995,3
3332,5
7706,9
6893,3
2972,6
4078,0
4874,2
3609,6
4972,5
1614,4
7624,9
4888,2
4886,3
7724,8
1606,9
1271,7
4530,1
1666,9
7521,1
6444,9
3671,5
7850,4
4676,7
3589,7
1505,2
3463,1
7244,9
5630,8
6915,4
7775,3
1287,9
3959,0
217,5
4521,9
1458,6
1415,8
260,5
8448,8
209,4
6213,0
3330,5
5544,5
5340,7
2944,7
1217,4
4786,0
4745,0
3282,4
4638,4
794,9
6922,4
4506,0
2302,3
757,9
8509,8
1198,5
600,3
2914,7
876,3
891,4
1819,6
8166,5
4476,3
2679,8
3888,0
1436,6
8644,9
6707,2
7232,3
1738,5
4688,7
6864,0
3301,4
6966,0
161,8
5611,8
6420,8
6128,7
1238,2
2766,8
4614,2
5047,2
1895,0
378,7
5992,3
344,7
5499,2
6053,3
6872,0
8575,8
7791,0
4580,2
8515,8
1116,7
4990,5
1333,0
3732,5
530,8
6628,4
7380,6
4849,2
8418,5
17,3
6107,7
5369,7
6455,3
4919,9
1905,0
5948,8
1211,1
952,5
5458,4
1179,9
7634,0
3936,0
1822,6
3830,7
825,2
1538,3
4498,0
3794,5
51,0
559,3
6970,0
3356,2
2280,2
6360,9
6730,2
1863,0
3040,9
6222,9
5702,7
781,9
2525,8
7362,2
7755,0
6498,2
789,9
6043,7
8068,4
6564,3
5028,2
6098,1
3035,3
2304,3
5982,4
6013,7
8720,9
1265,9
353,7
3988,3
2196,9
758,9
3769,5
7409,4
2248,2
6933,2
835,3
3329,5
1282,7
5153,4
6313,5
208,4
3664,2
1249,4
3722,2
4723,9
3130,0
3617,6
5418,0
3121,9
94,9
2830,3
7403,4
6298,5
3861,0
2126,0
6646,5
5005,0
6931,3
5018,2
6540,5
6104,7
6392,9
8009,7
7319,2
991,0
5837,8
3099,7
8407,5
5920,2
5739,1
4313,4
2870,9
6925,4
134,5
8723,1
1546,4
7772,0
4157,1
244,5
8294,2
656,8
3509,3
1740,5
7541,1
7116,7
7199,0
2019,7
2119,2
5984,4
3030,2
5395,0
3287,4
1015,5
7460,4
3659,2
4038,2
6919,4
978,0
3270,4
3670,5
4337,7
7142,7
583,3
6068,2
1477,6
1504,2
6186,3
3453,1
6017,7
1512,2
7005,9
470,5
3717,2
2096,3
4068,5
838,3
5881,6
5870,7
7952,2
8099,5
5156,3
4403,9
3692,5
236,5
4025,7
7165,7
1320,9
680,8
7583,3
7980,3
4358,7
5692,7
1678,5
8345,2
7051,9
3188,5
6468,8
2490,8
4689,7
5738,1
1841,3
5,2
1586,9
325,7
5482,3
7017,2
6879,8
4284,1
1241,2
637,5
6619,4
2720,8
2081,9
1623,4
668,8
1950,9
3107,2
6274,3
3723,2
2909,7
5955,1
8541,3
4473,3
1787,6
7078,5
7927,4
459,5
7080,5
1918,0
